company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Drone Dock Australia,Australia,Reseller,Dock 2,Unknown,https://dronedock.com.au,,https://dronedock.com.au/products/dji-dock-2,Company Website,,,,Medium,"Specialist provider of DJI Dock 2 autonomous drone solutions; offers packages from basic equipment to comprehensive installation training and DJI Care Enterprise coverage; based in Oakleigh VIC"
AgDrone,Australia,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://agdrone.au,,https://agdrone.au/products/dji-dock-3,Company Website,https://agdrone.au/products/dji-dock-2,Company Website,High,"Specializes in agricultural and industrial drone solutions; sells DJI Dock 2 and Dock 3; also offers proprietary AgDock Trailer System for mobile deployment; HQ in Tamworth NSW with branches in QLD"
Drone Shop Perth,Australia,Reseller,"Dock 2, Dock 3",Unknown,https://droneshopperth.com.au,,https://droneshopperth.com.au/products/dji-dock-2,Company Website,https://droneshopperth.com.au/products/dji-dock-3,Company Website,High,"Perth-based DJI retailer stocking DJI Dock 2 and Dock 3; located at 7a Goongarrie Street Bayswater WA"
Perth Drone Centre,Australia,Reseller,Dock 3,Unknown,https://perthdrone.au,,https://perthdrone.au/products/dji-dock-3,Company Website,,,,Medium,"Perth-based drone supplier listing DJI Dock 3 solutions"
Elk Fish Robotics,Australia,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://elkfishrobotics.com.au,,https://elkfishrobotics.com.au/products/dji-dock-3,Company Website,https://elkfishrobotics.com.au/dji-dock-maintenance,Company Website,High,"Premier DJI technology supplier based in Fremantle WA; involved in first DJI Dock deployment in Australia in the Pilbara; provides DJI Dock maintenance services; partnership with Rio Tinto and Sensorem"
Vision Plus,Australia,Authorized Dealer,Dock 2,Unknown,https://visionplus.au,,https://visionplus.au/products/dji-dock-2,Company Website,,,,Medium,"DJI Authorized Enterprise Dealer with branches in Hobart TAS and Underwood QLD; sells DJI Dock 2 and related enterprise solutions"
Enterprise Drones,Australia,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://enterprisedrones.store,,https://enterprisedrones.store/products/dji-dock,Company Website,,,,Medium,"Australian-owned DJI Enterprise partner focusing on end-to-end commercial UAV solutions hardware and sensor technology; sells DJI Dock solutions"
Western Australia Police Force (WAPOL),Australia,Government End-User,Dock 1,Unknown,https://www.wa.gov.au,,https://www.wa.gov.au/government/media-statements/drone-in-a-box-trial-yanchep,Government Record,https://spheredrones.com.au/case-studies/wapol-drones-as-first-responder,Company Website,High,"Australian-first Drones as First Responder (DFR) trial commenced August 2024 at Yanchep Police Station; uses drone-in-a-box system supplied by Sphere Drones and RocketDNA; drones provide real-time aerial intelligence to SOCC"
NSW Police Force,Australia,Government End-User,Dock 3,2,https://www.police.nsw.gov.au,,https://netimes.com.au/nsw-police-dji-dock-moree-trial-2026,Industry Article,https://theguardian.com/australia-news/nsw-police-drone-moree,Industry Article,High,"PolAir-Remote program; two DJI Matrice 4-TD drones in DJI Docks on roof of Moree Police Station; remotely operated from Bankstown Airport Sydney 500km away; 6-month trial starting January 2026"
CBH Group,Australia,Enterprise End-User,Dock 1,Unknown,https://www.cbh.com.au,,https://sensorem.com.au/case-studies/cbh-bird-deterrent,Company Website,https://flytbase.com/cbh-group-bird-deterrent-case-study,DJI Case Study,High,"Australias largest grain cooperative; deployed DJI Dock 1 with DJI M30T at grain receival sites for autonomous bird deterrent operations; partnership with Sensorem; drones equipped with speakers to deter birds from grain stockpiles"
Flying Glass,Australia,Software Platform,"Dock 1, Dock 2",Unknown,https://flyingglass.com.au,,https://flyingglass.com.au/autonomous-drone-solutions,Company Website,,,,Medium,"CASA-certified provider assisting with advanced drone operations and regulatory consulting for DJI Dock deployments; helps businesses implement drone-in-a-box technology for mining infrastructure and emergency services"
Air Inspect Australia,Australia,Reseller,"Dock 2, Dock 3",Unknown,https://airinspect.com.au,,https://airinspectstore.com.au/products/dji-dock-3,Company Website,,,,Medium,"Commercial drone services company specializing in asset inspections; operates online store (airinspectstore.com.au) selling DJI Dock 3 and compatible aircraft; emphasis on BVLOS compliance"
FlytBase,Australia,Software Platform,"Dock 1, Dock 2",Unknown,https://flytbase.com,,https://flytbase.com/sensorem-case-study,Company Website,https://flytbase.com/cbh-group-bird-deterrent-case-study,Company Website,High,"Software partner providing AI-R platform for DJI Dock fleet management; integrated with Sensorem SensHub for autonomous operations across Australian mining and agriculture sites; enables automated missions and remote configuration"
