company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Studio-Ausrüstung.de,Germany,Authorized Dealer,Dock 1; Dock 3,Unknown,https://www.studio-ausruestung.de/,Not Found,https://www.studio-ausruestung.de/drohnen/matrice-m30-serie/10408/dji-dock-fuer-m30/m30t-drohne,Company Website,https://www.studio-ausruestung.de/sperrgueter-fuer-versandregel/13613/dji-dock-3-fuer-matrice-4d-4td,Company Website,Medium,"German distributor of professional DJI drone equipment and accessories."
Droneline.shop,Germany,Authorized Dealer,Dock 1; Dock 3,Unknown,https://droneline.shop/,Not Found,https://droneline.shop/products/dji-dock,Company Website,https://droneline.shop/products/dji-dock-3-ohne-aircraft-fernsteuersender,Company Website,Medium,"German-based retailer specializing in DJI products including DJI Dock systems for professional drone operations."
Drohne112.de,Germany,System Integrator; BOS Service Provider,Dock 1; Dock 2; Dock 3,Unknown,https://www.drohne112.de/,Not Found,https://www.drohne112.de/dock2.html,Company Website,https://www.drohne112.de/dock3.html,Company Website,High,"Specializes in DJI Dock systems for emergency services (firefighting, rescue, police). Provides firmware updates and initial training for BOS operations."
MOST Robotics,Germany,System Integrator; DFR Service Provider,Dock 2; Dock 3,Unknown,https://mostrobotics.com/,Not Found,https://mostrobotics.com/dji-dock-3-vermessung,Company Website,https://mostrobotics.com/hangar/dji-dock-3,Company Website,High,"Certified DJI Dock Partner. Provides consulting, installation, and permits. Supports inspection, monitoring, and surveying applications including power line and solar inspection."
Solectric GmbH,Germany,Authorized Dealer; Software Platform,Dock 2; Dock 3,Unknown,https://www.solectric.de/,https://de.linkedin.com/company/solectric-distribution-gmbh,https://www.solectric.de/2023/05/25/wir-praesentieren-einen-der-ersten-voll-automatisierten-drohnenfluege-in-europa/,Company Website,https://www.solectric.de/2025/02/27/jetzt-vorbestellen-dji-dock-3/,Company Website,High,"Largest DJI partner in Europe (founded 2012). Headquartered in Ubstadt-Weiher. Developed CyberXHub software platform. Managing one of Europe's largest DJI Dock projects for pipeline construction."
Viscan,Germany,System Integrator; DFR Service Provider,Dock 2,Unknown,https://viscan.de/,Not Found,https://viscan.de/de/blog/dji-dock-2---offizieller-bvlos-betrieb-durch-viscan-m-glich,Company Website,Not Found,Not Found,High,"Holds special BVLOS operating permits for DJI Dock. First company in Germany to receive DJI Dock 2 BVLOS approval from LBA."
Hochtief AG,Germany,Enterprise End-User,Dock 2,1,https://www.hochtief.com/,Not Found,https://www.heliguy.com/blogs/posts/dji-dock-bvlos-construction-surveys/,Industry Article,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,High,"German construction company using DJI Dock 2 via Skyports for automated BVLOS surveying of Rheinbrücke Leverkusen bridge project. Deployed for weekly surveys until 2028."
Skyports,Germany (Operating),Enterprise End-User,Dock 2,1,https://skyports.net/,Not Found,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,https://verticalmag.com/press-releases/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-hochtief/,Industry Article,High,"Infrastructure company operating DJI Dock 2 at Rheinbrücke Leverkusen bridge in Germany for HOCHTIEF. Remote operations from Madrid. Processes data with DroneDeploy for 2D and 3D surveys."
VGF (Verkehrsgesellschaft Frankfurt am Main),Germany,Enterprise End-User; Government End-User,Dock 1 (Implied),Unknown,https://www.vgf-ffm.de/en/,https://de.linkedin.com/company/vgfffm,https://droniq.de/en/projekte/verkehrsgesellschaft-frankfurt-vgf/,DJI Case Study,Not Found,Not Found,Medium,"Frankfurt public transport company partnering with Droniq for DJI drone operations including infrastructure inspection and 3D surveying of overhead contact lines."
Condor Sicherheit,Germany,Enterprise End-User; System Integrator,Dock 2,Unknown,https://www.condor-sicherheit.de/,Not Found,https://www.condor-sicherheit.de/condor-group/aktuelles/aktuelle-meldung/detail/condor-und-u-rob-testen-dji-dock-2,Industry Article,https://www.bdsw.de/presse/mitglieder-pressemitteilungen/condor-und-u-rob-testen-dji-dock-2,Industry Article,High,"Security and protection services company that tested DJI Dock 2 with U-ROB. Uses DJI Dock for automated patrol and alarm verification services for industrial facilities."
Endesa,Spain (Germany context),Enterprise End-User,Dock 2,Unknown,https://www.endesa.com/,Not Found,https://enterprise-insights.dji.com/user-stories/how-endesa-deploys-the-dji-dock-2-to-transform-energy-management,DJI Case Study,Not Found,Not Found,Medium,"European energy utility with relevant case study on DJI Dock 2 deployment for energy management mentioned in German inspection context."
Drohnen.de,Germany,Software Platform; Information Hub,Dock 1; Dock 2; Dock 3,Unknown,https://www.drohnen.de/,Not Found,https://www.drohnen.de/39944/dji-dock/,Industry Article,https://www.drohnen.de/58670/dji-dock-3-die-zukunft-autonomer-drohnenstationen-video/,Industry Article,Medium,"German drone information and news portal providing DJI Dock product information, reviews, and market updates for professionals."
Copter Pro,Germany,Authorized Dealer,Dock 3,Unknown,https://copterpro.de/,Not Found,https://copterpro.de/shop/dji-dock/dji-dock-3/,Company Website,Not Found,Not Found,Medium,"German reseller offering DJI Dock systems with focus on professional applications."
